nohup: ignoring input
{'R': 54000,
 'alpha': 10.0,
 'batch_size': 256,
 'cq_lambda': 0.0,
 'dataset': 'cifar10',
 'decay_step': 5000,
 'device': '/gpu:0',
 'finetune_all': True,
 'img_db': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/database.txt',
 'img_model': 'alexnet',
 'img_te': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/test.txt',
 'img_tr': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/train.txt',
 'label_dim': 10,
 'learning_rate': 5e-05,
 'learning_rate_decay_factor': 0.5,
 'log_dir': 'tflog',
 'loss_type': 'cross_entropy',
 'max_iter': 2000,
 'model_weights': '../../DeepHash/architecture/pretrained_model/reference_pretrain.npy',
 'output_dim': 32,
 'save_dir': './models/',
 'val_batch_size': 100}
initializing
launching session
loading img model from ../../DeepHash/architecture/pretrained_model/reference_pretrain.npy
['hash_layer', 'fc6', 'fc7', 'conv3', 'conv2', 'conv1', 'conv5', 'conv4']
img model loading finished
Initializing Dataset
Dataset already
2019-05-04 21:15:24.259166 #train# start training
2019-05-04 21:15:38.688765 #train# step    1, loss = inf, cross_entropy loss = inf, 8.0 sec/batch
2019-05-04 21:50:18.171472 #train# step 1546, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:19.532819 #train# step 1547, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:20.872718 #train# step 1548, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:22.233751 #train# step 1549, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:23.595111 #train# step 1550, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:24.942716 #train# step 1551, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:26.290237 #train# step 1552, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:27.652519 #train# step 1553, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:29.014986 #train# step 1554, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:30.384313 #train# step 1555, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:31.749978 #train# step 1556, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:33.130779 #train# step 1557, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:34.498099 #train# step 1558, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:35.876511 #train# step 1559, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:37.213420 #train# step 1560, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:38.558796 #train# step 1561, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:39.909838 #train# step 1562, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:41.270822 #train# step 1563, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:42.629962 #train# step 1564, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:43.995781 #train# step 1565, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:45.359568 #train# step 1566, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:46.715067 #train# step 1567, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:48.079566 #train# step 1568, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:49.449563 #train# step 1569, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:50.813329 #train# step 1570, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:52.183869 #train# step 1571, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:53.541501 #train# step 1572, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:54.908115 #train# step 1573, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:56.263498 #train# step 1574, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:57.615160 #train# step 1575, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:50:58.974308 #train# step 1576, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:00.321954 #train# step 1577, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:01.679470 #train# step 1578, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:03.048421 #train# step 1579, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:04.427002 #train# step 1580, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:05.801781 #train# step 1581, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:07.160701 #train# step 1582, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:08.543469 #train# step 1583, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:09.909079 #train# step 1584, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:11.322664 #train# step 1585, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:12.719610 #train# step 1586, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:14.150153 #train# step 1587, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:15.597385 #train# step 1588, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:16.990324 #train# step 1589, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:18.379349 #train# step 1590, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:19.781982 #train# step 1591, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:21.221807 #train# step 1592, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:22.639615 #train# step 1593, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:24.100362 #train# step 1594, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:25.456871 #train# step 1595, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:26.837377 #train# step 1596, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:28.215622 #train# step 1597, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:29.598207 #train# step 1598, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:30.988555 #train# step 1599, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:32.377141 #train# step 1600, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:33.768226 #train# step 1601, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:35.167747 #train# step 1602, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:36.640817 #train# step 1603, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:38.014909 #train# step 1604, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:39.400710 #train# step 1605, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:40.770380 #train# step 1606, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:42.151395 #train# step 1607, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:43.535383 #train# step 1608, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:44.924924 #train# step 1609, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:46.298421 #train# step 1610, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:47.683237 #train# step 1611, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:49.065640 #train# step 1612, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:50.469021 #train# step 1613, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:51:51.870224 #train# step 1614, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:53.265400 #train# step 1615, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:54.593350 #train# step 1616, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:55.974138 #train# step 1617, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:57.355833 #train# step 1618, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:51:58.756366 #train# step 1619, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:00.205676 #train# step 1620, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:52:01.607283 #train# step 1621, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:52:02.981103 #train# step 1622, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:04.363818 #train# step 1623, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:05.731188 #train# step 1624, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:07.097041 #train# step 1625, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:08.464657 #train# step 1626, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:09.834723 #train# step 1627, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:11.187877 #train# step 1628, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:12.574605 #train# step 1629, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:13.940829 #train# step 1630, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:15.322268 #train# step 1631, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:16.694422 #train# step 1632, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:18.077330 #train# step 1633, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:19.452240 #train# step 1634, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:20.814175 #train# step 1635, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:22.179399 #train# step 1636, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:23.546615 #train# step 1637, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:24.907704 #train# step 1638, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:26.281400 #train# step 1639, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:27.655701 #train# step 1640, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:29.054212 #train# step 1641, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:52:30.423146 #train# step 1642, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:31.797384 #train# step 1643, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:33.170506 #train# step 1644, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:34.532364 #train# step 1645, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:35.887977 #train# step 1646, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:37.257227 #train# step 1647, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:38.627508 #train# step 1648, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:40.005729 #train# step 1649, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:41.376000 #train# step 1650, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:42.803048 #train# step 1651, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:52:44.175761 #train# step 1652, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:45.540063 #train# step 1653, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:46.921800 #train# step 1654, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:48.291834 #train# step 1655, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:49.678286 #train# step 1656, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:51.065114 #train# step 1657, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:52.433811 #train# step 1658, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:53.809135 #train# step 1659, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:55.226526 #train# step 1660, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:52:56.596690 #train# step 1661, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:57.963957 #train# step 1662, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:52:59.334625 #train# step 1663, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:00.722083 #train# step 1664, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:02.095597 #train# step 1665, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:03.480700 #train# step 1666, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:04.855124 #train# step 1667, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:06.239967 #train# step 1668, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:07.615107 #train# step 1669, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:08.988527 #train# step 1670, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:10.343816 #train# step 1671, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:11.718727 #train# step 1672, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:13.082392 #train# step 1673, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:14.438277 #train# step 1674, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:15.804946 #train# step 1675, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:17.164884 #train# step 1676, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:18.535164 #train# step 1677, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:19.898774 #train# step 1678, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:21.263650 #train# step 1679, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:22.630220 #train# step 1680, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:24.008562 #train# step 1681, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:25.391881 #train# step 1682, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:26.772511 #train# step 1683, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:28.152532 #train# step 1684, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:29.514797 #train# step 1685, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:30.870333 #train# step 1686, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:32.230825 #train# step 1687, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:33.576815 #train# step 1688, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:34.956782 #train# step 1689, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:36.321242 #train# step 1690, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:37.687902 #train# step 1691, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:39.055291 #train# step 1692, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:40.410334 #train# step 1693, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:41.786156 #train# step 1694, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:43.129608 #train# step 1695, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:44.502443 #train# step 1696, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:45.866883 #train# step 1697, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:47.232395 #train# step 1698, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:48.592183 #train# step 1699, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:49.968780 #train# step 1700, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:51.349002 #train# step 1701, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:52.711490 #train# step 1702, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:54.087014 #train# step 1703, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:55.451443 #train# step 1704, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:56.839423 #train# step 1705, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:58.208403 #train# step 1706, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:53:59.601625 #train# step 1707, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:00.980177 #train# step 1708, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:02.361915 #train# step 1709, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:03.739415 #train# step 1710, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:05.115359 #train# step 1711, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:06.505778 #train# step 1712, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:07.896561 #train# step 1713, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:09.284933 #train# step 1714, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:10.687850 #train# step 1715, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:54:12.074462 #train# step 1716, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:13.458052 #train# step 1717, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:14.853573 #train# step 1718, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:16.207043 #train# step 1719, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:17.567532 #train# step 1720, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:18.943673 #train# step 1721, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:20.325080 #train# step 1722, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:21.710317 #train# step 1723, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:23.103812 #train# step 1724, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:24.467276 #train# step 1725, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:25.833059 #train# step 1726, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:27.211870 #train# step 1727, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:28.571379 #train# step 1728, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:29.943112 #train# step 1729, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:31.316399 #train# step 1730, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:32.680663 #train# step 1731, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:34.046440 #train# step 1732, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:35.402191 #train# step 1733, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:36.772074 #train# step 1734, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:38.149787 #train# step 1735, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:39.517101 #train# step 1736, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:40.887838 #train# step 1737, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:42.256592 #train# step 1738, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:43.627726 #train# step 1739, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:44.999741 #train# step 1740, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:46.378619 #train# step 1741, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:47.710020 #train# step 1742, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:49.091500 #train# step 1743, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:50.464378 #train# step 1744, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:51.845592 #train# step 1745, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:53.226440 #train# step 1746, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:54.611941 #train# step 1747, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:55.983801 #train# step 1748, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:57.366285 #train# step 1749, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:54:58.736118 #train# step 1750, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:00.111866 #train# step 1751, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:01.486638 #train# step 1752, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:02.861154 #train# step 1753, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:04.229617 #train# step 1754, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:05.610079 #train# step 1755, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:06.978048 #train# step 1756, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:08.357051 #train# step 1757, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:09.728720 #train# step 1758, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:11.110049 #train# step 1759, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:12.477828 #train# step 1760, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:13.853682 #train# step 1761, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:15.225241 #train# step 1762, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:16.606244 #train# step 1763, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:17.979839 #train# step 1764, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:19.353318 #train# step 1765, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:20.725374 #train# step 1766, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:22.104061 #train# step 1767, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:23.468290 #train# step 1768, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:24.851912 #train# step 1769, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:26.237231 #train# step 1770, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:27.617066 #train# step 1771, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:28.992247 #train# step 1772, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:30.369066 #train# step 1773, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:31.735883 #train# step 1774, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:33.091742 #train# step 1775, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:34.477715 #train# step 1776, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:35.853997 #train# step 1777, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:37.231529 #train# step 1778, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:38.607984 #train# step 1779, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:39.985704 #train# step 1780, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:41.368671 #train# step 1781, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:42.751834 #train# step 1782, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:44.150619 #train# step 1783, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:55:45.545926 #train# step 1784, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:55:46.939962 #train# step 1785, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:55:48.302942 #train# step 1786, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:49.711217 #train# step 1787, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:55:51.079289 #train# step 1788, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:52.472459 #train# step 1789, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:55:53.831244 #train# step 1790, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:55.225993 #train# step 1791, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:55:56.590239 #train# step 1792, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:57.976750 #train# step 1793, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:55:59.356716 #train# step 1794, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:56:00.734703 #train# step 1795, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:56:02.118307 #train# step 1796, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:56:03.504879 #train# step 1797, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
